Page Title,URL,Num Of Pictures,Num Of Languages,Num Of References,Num Of Contents,Num Of Tables,Num Of Categories,Num Of Redirects,Views In 30 Last Days,Avg Views Per Day,Total Views,Num Of Edits
Bob Kelly (footballer),https://en.wikipedia.org/wiki/Bob_Kelly_(footballer),2,8,2,0,0,27,0,257,14.5503582,34528,73
Christiaan de Bruin,https://en.wikipedia.org/wiki/Christiaan_de_Bruin,0,0,17,2,0,9,0,17,3.643910662,8647,27
Meishar,https://en.wikipedia.org/wiki/Meishar,3,5,2,0,0,8,1,28,2.936367467,6968,26
Switzerland national roller hockey team,https://en.wikipedia.org/wiki/Switzerland_national_roller_hockey_team,3,8,2,0,0,3,0,33,4.864728192,11544,16
Klimaschutz- und Energie-Beratungsagentur Heidelberg-Nachbargemeinden gGmbH (KliBA),https://en.wikipedia.org/wiki/Klimaschutz-_und_Energie-Beratungsagentur_Heidelberg-Nachbargemeinden_gGmbH_(KliBA),3,0,2,7,0,1,0,21,2.700800674,6409,12
Richard Schmidt (cantor),https://en.wikipedia.org/wiki/Richard_Schmidt_(cantor),2,1,4,4,0,5,0,5,0.267172356,634,3
Joe Scarnati,https://en.wikipedia.org/wiki/Joe_Scarnati,1,2,26,6,1,9,4,409,20.48841129,48619,236
Oriel Street,https://en.wikipedia.org/wiki/Oriel_Street,2,0,4,0,0,2,4,28,4.142435735,9830,40
Herbert Blöcker,https://en.wikipedia.org/wiki/Herbert_Bl%C3%B6cker,4,10,3,0,0,17,3,10,2.638010957,6260,39
Sabre Corporate Team Development,https://en.wikipedia.org/wiki/Sabre_Corporate_Team_Development,0,0,5,3,0,3,0,8,2.464391066,5848,30
Boundary County Airport,https://en.wikipedia.org/wiki/Boundary_County_Airport,0,4,3,4,0,3,0,59,4.291613991,10184,16
1924 South American Championship squads,https://en.wikipedia.org/wiki/1924_South_American_Championship_squads,0,2,4,6,4,2,0,72,2.473240624,5869,27
Ospern,https://en.wikipedia.org/wiki/Ospern,6,7,0,0,0,3,0,17,2.607669617,6188,19
Ilya Velchev,https://en.wikipedia.org/wiki/Ilya_Velchev,1,3,1,0,0,5,0,10,1.841129372,4369,16
Pedro Herrera (footballer),https://en.wikipedia.org/wiki/Pedro_Herrera_(footballer),0,9,6,5,0,12,2,89,1.088495575,2583,67
Battle of Lechfeld (910),https://en.wikipedia.org/wiki/Battle_of_Lechfeld_(910),7,2,43,7,0,11,1,387,23.00716393,54596,282
RD-263,https://en.wikipedia.org/wiki/RD-263,0,3,14,5,1,5,5,170,10.59671302,25146,35
HMS Lucifer,https://en.wikipedia.org/wiki/HMS_Lucifer,0,0,2,0,0,2,0,48,2.039612305,4840,11
Terminalia ivorensis,https://en.wikipedia.org/wiki/Terminalia_ivorensis,1,9,5,0,0,4,4,541,24.38053097,57855,49
bZIP domain,https://en.wikipedia.org/wiki/BZIP_domain,1,6,10,5,0,2,2,637,0.000421408,1,93
Saman Arastoo,https://en.wikipedia.org/wiki/Saman_Arastoo,1,3,12,4,1,6,3,240,12.03876949,28568,54
Marissa Cooper,https://en.wikipedia.org/wiki/Marissa_Cooper,3,10,14,6,0,8,8,"7,215",433.0729035,1027682,"2,021"
Echinopsis atacamensis,https://en.wikipedia.org/wiki/Echinopsis_atacamensis,4,14,1,0,0,8,0,269,17.08091024,40533,27
"Fertile Township, Worth County, Iowa","https://en.wikipedia.org/wiki/Fertile_Township,_Worth_County,_Iowa",1,3,2,0,0,3,0,2,1.535608934,3644,7
Portoscuso Wind Farm,https://en.wikipedia.org/wiki/Portoscuso_Wind_Farm,5,0,1,0,0,3,0,17,1.96965866,4674,16
A Guide to Grand-Jury Men,https://en.wikipedia.org/wiki/A_Guide_to_Grand-Jury_Men,2,0,10,5,0,8,0,208,10.7189212,25436,56
Komorze Nowe,https://en.wikipedia.org/wiki/Komorze_Nowe,2,2,1,0,0,2,0,6,1.025705858,2434,5
Raúl Argemí,https://en.wikipedia.org/wiki/Ra%C3%BAl_Argem%C3%AD,0,7,1,4,0,7,1,16,2.639275179,6263,31
Wilson Goode,https://en.wikipedia.org/wiki/Wilson_Goode,3,4,4,7,1,13,6,"4,701",108.4159292,257271,282
"Christ's Resurrection Church, Kaunas","https://en.wikipedia.org/wiki/Christ%27s_Resurrection_Church,_Kaunas",3,8,3,5,0,5,2,296,13.9945217,33209,75
Garuda (2004 film),https://en.wikipedia.org/wiki/Garuda_(2004_film),8,5,6,5,0,14,0,331,14.45427729,34300,58
Drop the World,https://en.wikipedia.org/wiki/Drop_the_World,1,10,15,7,2,11,2,"1,432",71.38516646,169397,783
Jakob Vanlalhlimpuia,https://en.wikipedia.org/wiki/Jakob_Vanlalhlimpuia,0,0,3,4,1,10,0,34,2.320691108,5507,22
William White (economist),https://en.wikipedia.org/wiki/William_White_(economist),0,3,3,0,0,4,0,166,19.14454277,45430,46
Fencing at the 2009 Summer Universiade,https://en.wikipedia.org/wiki/Fencing_at_the_2009_Summer_Universiade,3,2,0,3,3,4,0,26,3.063632533,7270,32
American Sniper (book),https://en.wikipedia.org/wiki/American_Sniper_(book),1,10,29,5,0,8,6,"7,494",411.2275601,975843,262
Voice of the People of Tunisia,https://en.wikipedia.org/wiki/Voice_of_the_People_of_Tunisia,3,1,6,0,0,5,1,26,4.672144964,11087,16
HAWK beacon,https://en.wikipedia.org/wiki/HAWK_beacon,15,0,8,9,1,5,2,922,53.68900126,127404,119
Nowy Szwarocin,https://en.wikipedia.org/wiki/Nowy_Szwarocin,2,6,1,0,0,2,0,15,1.557943531,3697,9
Praful Patel,https://en.wikipedia.org/wiki/Praful_Patel,3,3,51,8,0,17,3,"39,476",285.963759,678592,694
José Manuel Bugia,https://en.wikipedia.org/wiki/Jos%C3%A9_Manuel_Bugia,0,1,1,0,0,9,2,5,0.935103245,2219,6
Tark-e Viran,https://en.wikipedia.org/wiki/Tark-e_Viran,2,11,2,0,0,2,0,4,1.637168142,3885,5
Simeon Nyachae,https://en.wikipedia.org/wiki/Simeon_Nyachae,2,6,10,7,0,12,2,447,50.10956595,118910,190
Van Cliburn Foundation,https://en.wikipedia.org/wiki/Van_Cliburn_Foundation,1,0,1,4,0,2,0,63,7.339233038,17416,26
List of contemporary epistolary novels,https://en.wikipedia.org/wiki/List_of_contemporary_epistolary_novels,0,0,0,0,1,2,0,526,46.54235145,110445,239
Rise of the Footsoldier,https://en.wikipedia.org/wiki/Rise_of_the_Footsoldier,1,7,5,5,1,12,3,"62,650",575.5651075,1365816,400
Sigismund Zinzan,https://en.wikipedia.org/wiki/Sigismund_Zinzan,0,0,31,7,0,2,0,50,3.024020228,7176,110
City of New Orleans (album),https://en.wikipedia.org/wiki/City_of_New_Orleans_(album),3,2,7,6,4,6,0,525,28.0337126,66524,57
Losee v. Clute,https://en.wikipedia.org/wiki/Losee_v._Clute,0,0,1,5,0,1,0,15,3.986936367,9461,17
Tropical Storm Kitty,https://en.wikipedia.org/wiki/Tropical_Storm_Kitty,1,0,0,0,0,3,1,21,1.651074589,3918,17
Asilomar International Conference on Climate Intervention Technologies,https://en.wikipedia.org/wiki/Asilomar_International_Conference_on_Climate_Intervention_Technologies,0,0,4,6,0,4,2,22,3.169827223,7522,93
Serra das Traíras,https://en.wikipedia.org/wiki/Serra_das_Tra%C3%ADras,1,1,1,0,0,4,3,8,2.15339233,5110,15
IRIS Naghdi (82),https://en.wikipedia.org/wiki/IRIS_Naghdi_(82),5,0,8,4,0,5,5,93,1.822166035,4324,27
Don Loper,https://en.wikipedia.org/wiki/Don_Loper,0,1,8,0,0,11,0,"1,071",51.78213232,122879,90
Jerry Joseph,https://en.wikipedia.org/wiki/Jerry_Joseph,0,2,9,7,1,11,4,587,34.64728192,82218,123
Turkeys voting for Christmas,https://en.wikipedia.org/wiki/Turkeys_voting_for_Christmas,1,1,6,4,0,5,1,"1,110",36.65402444,86980,105
Polygamy,https://en.wikipedia.org/wiki/Polygamy,13,75,191,9,0,3,34,"47,754",1992.986515,4729357,"5,821"
Cymindis championi,https://en.wikipedia.org/wiki/Cymindis_championi,1,3,1,0,0,3,0,5,1.050990308,2494,10
Villers-Chemin-et-Mont-lès-Étrelles,https://en.wikipedia.org/wiki/Villers-Chemin-et-Mont-l%C3%A8s-%C3%89trelles,4,29,1,0,0,2,1,13,2.566793089,6091,36
Lê Hồng Minh,https://en.wikipedia.org/wiki/L%C3%AA_H%E1%BB%93ng_Minh,2,4,0,0,1,13,1,25,3.168563,7519,56
Gnomidolon cruciferum,https://en.wikipedia.org/wiki/Gnomidolon_cruciferum,0,7,1,0,0,3,0,12,1.655288664,3928,8
Luis Collazo Rivera,https://en.wikipedia.org/wiki/Luis_Collazo_Rivera,1,0,2,0,0,5,1,25,3.483354404,8266,14
Pearcey Award,https://en.wikipedia.org/wiki/Pearcey_Award,1,0,1,6,0,1,1,41,3.890012642,9231,38
Tank Destruction Badge,https://en.wikipedia.org/wiki/Tank_Destruction_Badge,15,12,3,0,0,3,0,796,48.26464391,114532,120
Seeburg 1000,https://en.wikipedia.org/wiki/Seeburg_1000,3,1,6,6,0,4,1,"1,213",28.22671724,66982,104
Henry Baird (cricketer),https://en.wikipedia.org/wiki/Henry_Baird_(cricketer),0,0,18,5,0,13,0,37,1.246101981,2957,24
Brent System,https://en.wikipedia.org/wiki/Brent_System,2,1,2,0,0,7,1,107,9.684787189,22982,41
The Art of Pretending to Swim,https://en.wikipedia.org/wiki/The_Art_of_Pretending_to_Swim,1,0,26,6,3,3,1,266,6.776654024,16081,9
Jerre DeNoble,https://en.wikipedia.org/wiki/Jerre_DeNoble,1,0,6,0,2,7,1,19,0.91740413,2177,24
HSPA1A,https://en.wikipedia.org/wiki/HSPA1A,12,3,28,8,0,2,11,230,19.89844079,47219,65
Your Disco Needs You,https://en.wikipedia.org/wiki/Your_Disco_Needs_You,2,16,22,8,2,10,2,957,49.91613991,118451,326
Mikuláš Dzurinda,https://en.wikipedia.org/wiki/Mikul%C3%A1%C5%A1_Dzurinda,3,36,4,9,1,8,4,854,29.29667088,69521,336
Kani tribe,https://en.wikipedia.org/wiki/Kani_tribe,1,2,2,0,0,3,2,235,13.71470712,32545,62
A. L. Azhagappan,https://en.wikipedia.org/wiki/A._L._Azhagappan,1,1,2,4,1,6,1,"2,264",129.7075432,307796,43
Global Species List Working Group,https://en.wikipedia.org/wiki/Global_Species_List_Working_Group,5,0,4,0,0,3,0,66,0.482511589,1145,57
Shadowless Sword,https://en.wikipedia.org/wiki/Shadowless_Sword,1,4,3,4,0,8,1,936,53.23472398,126326,113
C.D. Curacao,https://en.wikipedia.org/wiki/C.D._Curacao,0,0,1,3,1,2,0,41,4.189633375,9942,19
Inclusive language,https://en.wikipedia.org/wiki/Inclusive_language,1,0,6,5,1,6,1,"3,345",39.95701643,94818,65
Liu Xiaojiang,https://en.wikipedia.org/wiki/Liu_Xiaojiang,2,5,4,4,0,8,0,47,4.1179941,9772,62
Temple of Serapis (Quirinal Hill),https://en.wikipedia.org/wiki/Temple_of_Serapis_(Quirinal_Hill),0,7,1,0,0,6,0,52,1.717656974,4076,14
Schutzenberger group,https://en.wikipedia.org/wiki/Schutzenberger_group,2,1,4,4,0,1,0,52,4.294563843,10191,33
John Sirgood,https://en.wikipedia.org/wiki/John_Sirgood,4,0,17,6,0,8,1,14,3.90054783,9256,97
Alsea Falls,https://en.wikipedia.org/wiki/Alsea_Falls,1,0,3,4,0,2,0,67,8.121786768,19273,14
Mamoudou Gassama,https://en.wikipedia.org/wiki/Mamoudou_Gassama,0,4,13,0,0,6,1,"5,420",80.5676359,191187,115
1992 Nigerien constitutional referendum,https://en.wikipedia.org/wiki/1992_Nigerien_constitutional_referendum,1,1,5,4,1,4,1,9,0.940581542,2232,16
Cobordism hypothesis,https://en.wikipedia.org/wiki/Cobordism_hypothesis,1,3,4,6,0,2,2,277,9.145806995,21703,40
Bwgcolman,https://en.wikipedia.org/wiki/Bwgcolman,1,0,10,6,0,2,0,76,5.684787189,13490,49
Jenimy,https://en.wikipedia.org/wiki/Jenimy,3,0,1,0,0,12,1,8,3.497682259,8300,7
Jack Marshall (composer),https://en.wikipedia.org/wiki/Jack_Marshall_(composer),1,7,2,5,0,16,0,"1,274",45.6013485,108212,141
Palpita gracialis,https://en.wikipedia.org/wiki/Palpita_gracialis,1,1,3,0,0,4,5,12,2.191319005,5200,12
Blaen Cilieni,https://en.wikipedia.org/wiki/Blaen_Cilieni,4,1,0,0,0,3,0,7,2.244416351,5326,5
Barrington Pheloung,https://en.wikipedia.org/wiki/Barrington_Pheloung,0,8,15,8,0,8,0,"4,130",204.8466077,486101,223
Neighborhood commons,https://en.wikipedia.org/wiki/Neighborhood_commons,0,1,2,0,0,2,0,21,2.986936367,7088,12
Time in Burundi,https://en.wikipedia.org/wiki/Time_in_Burundi,1,0,3,4,1,2,1,19,0.15507796,368,3
Trapani (surname),https://en.wikipedia.org/wiki/Trapani_(surname),0,0,0,0,0,1,0,10,0.554572271,1316,2
Illinois Route 160,https://en.wikipedia.org/wiki/Illinois_Route_160,1,2,4,4,1,4,6,29,4.007585335,9510,41
Crime scene cleanup,https://en.wikipedia.org/wiki/Crime_scene_cleanup,1,3,20,8,0,1,2,"1,840",84.81331648,201262,511
Shijimizuka site,https://en.wikipedia.org/wiki/Shijimizuka_site,6,2,2,5,0,8,0,21,4.353139486,10330,22
"Turtle Lake (Douglas County, Minnesota)","https://en.wikipedia.org/wiki/Turtle_Lake_(Douglas_County,_Minnesota)",1,1,2,0,0,3,0,6,1.415929204,3360,12
62nd Army (Soviet Union),https://en.wikipedia.org/wiki/62nd_Army_(Soviet_Union),4,11,3,4,0,3,2,"1,083",33.29582807,79011,69
Soestdijk-class gunvessel,https://en.wikipedia.org/wiki/Soestdijk-class_gunvessel,2,0,29,5,1,2,0,32,0.782553729,1857,9
Let's Get Christmas,https://en.wikipedia.org/wiki/Let%27s_Get_Christmas,4,0,0,0,0,7,0,50,2.558364939,6071,23
Israel national football team records and statistics,https://en.wikipedia.org/wiki/Israel_national_football_team_records_and_statistics,1,0,1,5,0,3,1,42,5.148756848,12218,82
Iksane,https://en.wikipedia.org/wiki/Iksane,2,6,1,0,0,3,0,17,2.756847872,6542,7
Tanya Vyhovsky,https://en.wikipedia.org/wiki/Tanya_Vyhovsky,1,0,15,5,4,10,0,"1,403",2.898440792,6878,23
Joe Sawyer,https://en.wikipedia.org/wiki/Joe_Sawyer,1,10,5,6,0,10,5,"2,116",79.74968394,189246,254
Melittomma pervagum,https://en.wikipedia.org/wiki/Melittomma_pervagum,0,4,2,0,0,3,0,10,0.075010535,178,2
Play the Game (Irish game show),https://en.wikipedia.org/wiki/Play_the_Game_(Irish_game_show),0,0,1,0,0,4,0,155,5.591656131,13269,17
List of Euro Tour tournaments,https://en.wikipedia.org/wiki/List_of_Euro_Tour_tournaments,0,1,4,0,1,2,0,84,2.999157185,7117,82
Aki Thomas,https://en.wikipedia.org/wiki/Aki_Thomas,0,1,4,3,1,12,0,48,5.83312263,13842,68
Carin Franzén,https://en.wikipedia.org/wiki/Carin_Franz%C3%A9n,2,2,2,0,0,7,0,25,1.026548673,2436,4
Noor Afroj Ali,https://en.wikipedia.org/wiki/Noor_Afroj_Ali,0,1,2,0,0,7,0,10,0.404551201,960,10
Tom Dooley (song),https://en.wikipedia.org/wiki/Tom_Dooley_(song),1,12,22,7,2,19,4,"5,171",232.8175306,552476,513
Acianthera bibarbellata,https://en.wikipedia.org/wiki/Acianthera_bibarbellata,1,2,1,0,0,4,1,9,0.351032448,833,8
Residential Drug Abuse Program,https://en.wikipedia.org/wiki/Residential_Drug_Abuse_Program,0,0,8,0,0,3,1,161,19.08470291,45288,39
Martine Gjøs,https://en.wikipedia.org/wiki/Martine_Gj%C3%B8s,3,1,2,0,0,4,0,16,0.508638854,1207,4
Ralph Barkman,https://en.wikipedia.org/wiki/Ralph_Barkman,1,0,2,0,0,7,0,21,0.386430678,917,5
Henry Cohen (civil servant),https://en.wikipedia.org/wiki/Henry_Cohen_(civil_servant),0,3,2,7,0,13,0,50,4.848714707,11506,87
Paul Fung,https://en.wikipedia.org/wiki/Paul_Fung,2,0,6,4,0,5,3,84,6.409186684,15209,40
2021 3 Hours of Monza,https://en.wikipedia.org/wiki/2021_3_Hours_of_Monza,1,0,6,4,6,3,1,66,0.83649389,1985,6
1977 NCAA Indoor Track and Field Championships,https://en.wikipedia.org/wiki/1977_NCAA_Indoor_Track_and_Field_Championships,0,0,2,0,1,5,0,15,2.244416351,5326,11
"California Retail Liquor Dealers Ass'n v. Midcal Aluminum, Inc.","https://en.wikipedia.org/wiki/California_Retail_Liquor_Dealers_Ass%27n_v._Midcal_Aluminum,_Inc.",1,0,0,5,0,6,8,37,3.682680152,8739,26
Ferry-Morse Seed Company,https://en.wikipedia.org/wiki/Ferry-Morse_Seed_Company,1,0,15,7,0,5,3,386,20.41508639,48445,49
Sam Barlow High School,https://en.wikipedia.org/wiki/Sam_Barlow_High_School,1,0,22,6,0,5,0,195,16.39148757,38897,368
Sorsa I Cabinet,https://en.wikipedia.org/wiki/Sorsa_I_Cabinet,4,5,1,0,2,5,1,19,1.635482512,3881,23
Hanna Terry,https://en.wikipedia.org/wiki/Hanna_Terry,4,4,9,5,0,21,0,555,16.91993257,40151,64
Frank Spano,https://en.wikipedia.org/wiki/Frank_Spano,1,0,8,3,4,2,0,106,7.364096081,17475,45
Provisional Capital Memorial Hall,https://en.wikipedia.org/wiki/Provisional_Capital_Memorial_Hall,2,4,1,0,0,2,1,33,2.702064897,6412,12
Wade Memorial Chapel,https://en.wikipedia.org/wiki/Wade_Memorial_Chapel,6,1,29,6,0,10,1,111,10.20016856,24205,48
The Arabian Nightmare,https://en.wikipedia.org/wiki/The_Arabian_Nightmare,0,0,3,4,0,3,0,147,1.661609777,3943,14
Fantabulous Inc.,https://en.wikipedia.org/wiki/Fantabulous_Inc.,3,2,4,6,0,9,2,51,4.547829751,10792,50
Szőlősardó,https://en.wikipedia.org/wiki/Sz%C5%91l%C5%91sard%C3%B3,4,16,1,0,0,2,1,18,5.099873578,12102,19
Plestiodon barbouri,https://en.wikipedia.org/wiki/Plestiodon_barbouri,2,8,3,6,0,6,1,39,0.537294564,1275,11
Irish annals,https://en.wikipedia.org/wiki/Irish_annals,1,8,2,8,0,2,2,743,39.27812895,93207,133
Mirza Jahan Shah,https://en.wikipedia.org/wiki/Mirza_Jahan_Shah,1,2,2,0,0,6,0,247,9.633796882,22861,48
Ionomycin,https://en.wikipedia.org/wiki/Ionomycin,1,11,3,0,0,5,0,469,52.21070375,123896,83
Sulkhan-Saba Orbeliani,https://en.wikipedia.org/wiki/Sulkhan-Saba_Orbeliani,2,17,2,4,0,14,0,408,20.4997893,48646,186
Portsmouth sign,https://en.wikipedia.org/wiki/Portsmouth_sign,1,0,2,0,0,2,0,151,8.990307627,21334,21
2001 Iowa State Cyclones football team,https://en.wikipedia.org/wiki/2001_Iowa_State_Cyclones_football_team,4,0,1,0,1,3,3,216,10.62284029,25208,35
Andriy Kobolyev,https://en.wikipedia.org/wiki/Andriy_Kobolyev,0,5,8,0,0,8,1,94,15.80193847,37498,59
Beyond (Singaporean TV series),https://en.wikipedia.org/wiki/Beyond_(Singaporean_TV_series),0,0,5,8,12,3,2,287,9.032869785,21435,333
Bathsheba Ratzkoff,https://en.wikipedia.org/wiki/Bathsheba_Ratzkoff,1,0,3,0,0,3,0,21,3.163084703,7506,36
The Decorating Adventures of Ambrose Price,https://en.wikipedia.org/wiki/The_Decorating_Adventures_of_Ambrose_Price,0,0,3,0,0,4,0,36,5.725242309,13586,59
Ghana Innovation Marketplace,https://en.wikipedia.org/wiki/Ghana_Innovation_Marketplace,1,0,3,5,0,1,0,7,2.228824273,5289,35
Baho,https://en.wikipedia.org/wiki/Baho,7,38,2,7,1,2,0,84,11.145807,26449,115
Renewable energy in Spain,https://en.wikipedia.org/wiki/Renewable_energy_in_Spain,7,6,22,11,8,1,2,780,93.16772019,221087,472
Abdul Jabbar Khan (politician),https://en.wikipedia.org/wiki/Abdul_Jabbar_Khan_(politician),1,0,1,0,0,3,0,33,1.204382638,2858,8
Camellia Bowl (1948),https://en.wikipedia.org/wiki/Camellia_Bowl_(1948),3,0,1,5,0,11,1,155,4.593341761,10900,39
Jonathan Taylor (Wisconsin assemblyman),https://en.wikipedia.org/wiki/Jonathan_Taylor_(Wisconsin_assemblyman),0,0,3,0,0,3,0,6,1.785503582,4237,11
Dragoynovo,https://en.wikipedia.org/wiki/Dragoynovo,1,11,5,7,0,1,2,16,3.241887906,7693,36
"Turner, Washington","https://en.wikipedia.org/wiki/Turner,_Washington",1,2,3,0,0,3,0,24,3.235566793,7678,5
Elia Nabil Shana,https://en.wikipedia.org/wiki/Elia_Nabil_Shana,2,1,1,0,0,8,2,8,0.833544037,1978,6
USS Howquah (1863),https://en.wikipedia.org/wiki/USS_Howquah_(1863),0,1,1,5,0,4,1,20,2.789717657,6620,29
Christopher Díaz (boxer),https://en.wikipedia.org/wiki/Christopher_D%C3%ADaz_(boxer),0,0,4,5,2,4,0,809,28.97513696,68758,62
Fakhri A. Bazzaz,https://en.wikipedia.org/wiki/Fakhri_A._Bazzaz,0,1,8,5,0,14,0,52,6.200589971,14714,71
Kishine-kōen Station,https://en.wikipedia.org/wiki/Kishine-k%C5%8Den_Station,6,6,0,6,2,5,1,25,3.694058154,8766,21
Ben Helfgott,https://en.wikipedia.org/wiki/Ben_Helfgott,4,5,11,7,0,26,0,634,38.04846186,90289,189
Ferrières-lès-Scey,https://en.wikipedia.org/wiki/Ferri%C3%A8res-l%C3%A8s-Scey,4,29,1,0,0,2,1,14,2.554993679,6063,34
Paul J. Rogan,https://en.wikipedia.org/wiki/Paul_J._Rogan,2,0,2,4,0,14,0,9,2.17867678,5170,20
It's a Wonderful Life (opera),https://en.wikipedia.org/wiki/It%27s_a_Wonderful_Life_(opera),1,1,1,0,0,7,1,"1,625",4.01179941,9520,12
Deus Ex: Mankind Divided,https://en.wikipedia.org/wiki/Deus_Ex:_Mankind_Divided,4,22,115,8,3,33,10,"15,645",1167.31142,2770030,635
Potez 23,https://en.wikipedia.org/wiki/Potez_23,0,2,2,4,0,2,0,36,1.958280657,4647,18
"Brigalow, Queensland","https://en.wikipedia.org/wiki/Brigalow,_Queensland",4,0,26,7,0,3,4,213,7.615676359,18072,82
2020–21 Japan Figure Skating Championships,https://en.wikipedia.org/wiki/2020%E2%80%9321_Japan_Figure_Skating_Championships,0,2,11,7,16,3,1,"4,837",28.13737885,66770,79
"Gola, Gmina Sława","https://en.wikipedia.org/wiki/Gola,_Gmina_S%C5%82awa",2,6,2,0,0,2,1,10,1.707543194,4052,10
Southeastern New England AVA,https://en.wikipedia.org/wiki/Southeastern_New_England_AVA,0,1,3,0,0,18,1,70,6.582806574,15621,35
Minerva Urecal,https://en.wikipedia.org/wiki/Minerva_Urecal,4,4,10,6,0,9,0,"2,180",62.84702908,149136,189
Swainson Island,https://en.wikipedia.org/wiki/Swainson_Island,3,2,3,0,0,5,0,5,3.222924568,7648,23
Daniel N. Baker,https://en.wikipedia.org/wiki/Daniel_N._Baker,5,1,7,0,0,9,1,23,3.718078382,8823,38
Raven of Destiny,https://en.wikipedia.org/wiki/Raven_of_Destiny,0,0,2,0,0,1,0,5,0.397808681,944,4
Coat of arms of Réunion,https://en.wikipedia.org/wiki/Coat_of_arms_of_R%C3%A9union,4,17,1,4,0,9,1,172,10.57479983,25094,38
Scabrotrophon maestratii,https://en.wikipedia.org/wiki/Scabrotrophon_maestratii,0,1,2,0,0,3,0,12,0.764854614,1815,4
Osęczyzna,https://en.wikipedia.org/wiki/Os%C4%99czyzna,4,7,1,0,0,2,1,1,1.87020649,4438,9
Artan Jazxhi,https://en.wikipedia.org/wiki/Artan_Jazxhi,2,1,2,0,0,10,0,25,0.591234724,1403,4
Al Lindow,https://en.wikipedia.org/wiki/Al_Lindow,1,1,1,0,0,7,0,14,2.285714286,5424,21
Éamonn Wallace,https://en.wikipedia.org/wiki/%C3%89amonn_Wallace,2,0,1,0,0,5,0,6,0.507796039,1205,7
Gunfight at the O.K. Corral,https://en.wikipedia.org/wiki/Gunfight_at_the_O.K._Corral,24,28,160,12,0,8,21,"57,331",2210.860093,5246371,"3,204"
Karl Ravech,https://en.wikipedia.org/wiki/Karl_Ravech,3,3,7,5,0,15,0,"1,130",90.84660767,215579,218
Equestrian Showjumper,https://en.wikipedia.org/wiki/Equestrian_Showjumper,0,0,1,4,0,1,0,16,0.199325748,473,4
Blue Planet Prize,https://en.wikipedia.org/wiki/Blue_Planet_Prize,0,8,3,4,0,2,1,289,20.83902233,49451,51
"Ditto, Ouest","https://en.wikipedia.org/wiki/Ditto,_Ouest",4,0,2,0,0,2,1,12,2.640960809,6267,16
West Essex (UK Parliament constituency),https://en.wikipedia.org/wiki/West_Essex_(UK_Parliament_constituency),0,0,5,5,5,3,4,84,4.276443321,10148,54
2005 Houston elections,https://en.wikipedia.org/wiki/2005_Houston_elections,8,0,1,17,8,4,1,8,1.656131479,3930,37
South Finegayan Latte Stone Park,https://en.wikipedia.org/wiki/South_Finegayan_Latte_Stone_Park,5,2,2,0,0,6,0,37,3.139064475,7449,11
Fritz Oliven,https://en.wikipedia.org/wiki/Fritz_Oliven,3,1,0,0,0,5,1,18,2.695743784,6397,26
National Hill View Public School,https://en.wikipedia.org/wiki/National_Hill_View_Public_School,0,1,3,0,0,5,1,197,11.74336283,27867,385
"Moores Bluff, Mississippi","https://en.wikipedia.org/wiki/Moores_Bluff,_Mississippi",3,0,4,0,0,3,0,27,2.911925832,6910,15
Bansar,https://en.wikipedia.org/wiki/Bansar,4,8,1,0,0,2,0,13,2.990307627,7096,28
Daniel Frick,https://en.wikipedia.org/wiki/Daniel_Frick,2,3,2,0,0,7,1,7,0.594605984,1411,2
Been a Minute,https://en.wikipedia.org/wiki/Been_a_Minute,1,0,10,5,1,7,0,171,0.84155078,1997,15
AKM Shahidul Haque (journalist),https://en.wikipedia.org/wiki/AKM_Shahidul_Haque_(journalist),0,1,4,0,0,2,0,13,0.990729035,2351,4
Bjarte Engen Vik,https://en.wikipedia.org/wiki/Bjarte_Engen_Vik,2,18,0,0,0,17,0,132,7.892962495,18730,72
